uniqueid,Q145FSD,Q145_E_FS,Q146_FS,Q133_A_dv,Q133_B_dv,Q133_C_dv,Q133_D_dv,Q133_E_dv,Q133_F_dv,Q133_G_dv,Q134_A_dv,Q134_B_dv,Q134_C_dv,Q134_D_dv,AQEND_DATE,month_dv,age_grp_dv,gender,CHI_ADU,AQINTRO4B_dv,AQINTRO4C_dv,AQ165A_dv,AQ165_dv,AQ166_dv,AQ167_dv,cma_dv,QINTRO3,QLANGUAGE_dv,education,income,weight_kg_5pct_dv,height_cm_5pct_dv,bmi_cole_dv,bmi_is_dv,proxy_dv,EXPWEIGHT_CMA2_dv,AQ145_B_FS_dv
172,,,,1,1,2,2,1,2,2,2,2,2,2,20140513,5,9,2,3,,1,,1,2,0,34,1,1,5,2,4,3,3,4,3,399,
173,,,,2,2,2,2,2,2,2,2,2,2,2,20140415,4,9,1,4,,,,2,1,1,34,1,,3,2,5,5,3,4,3,1927,
174,,,,1,2,2,2,1,2,2,2,2,2,2,20140523,5,2,1,1,2,2,,4,1,3,34,1,1,,4,1,1,2,5,1,685,
175,,,,1,2,2,2,1,2,1,2,1,2,2,20140508,5,1,1,1,2,3,4,5,1,3,34,1,,,3,1,1,3,5,1,856,
176,,,,2,2,2,2,2,2,2,2,2,2,2,20140521,5,9,2,3,,1,,1,1,1,30,1,1,6,2,2,1,1,2,3,1879,
177,,,,1,1,2,2,1,2,2,2,2,2,1,20140515,5,9,2,3,,3,1,3,1,1,34,1,1,2,2,3,2,2,3,3,1796,
178,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,7,2,2,1,3,3,4,1,2,30,1,1,5,2,3,1,2,3,2,40385,
179,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,10,2,3,,1,,1,1,1,30,1,1,3,1,2,2,2,3,3,1879,
180,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,8,1,3,,1,,1,1,0,30,1,1,6,1,4,5,1,2,3,12067,
181,,,,1,1,2,1,2,2,2,2,2,2,2,20140514,5,8,2,3,,2,,2,1,2,34,1,1,4,,3,3,2,3,3,1876,
182,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,10,1,3,,1,,1,1,1,34,1,1,3,,2,4,1,2,3,963,
183,,,,1,2,2,2,1,2,2,2,2,2,2,20140514,5,10,2,3,,1,,1,1,1,34,1,1,2,1,,3,,,3,599,
184,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,10,2,3,,1,,1,2,0,10,1,1,,2,2,3,1,2,3,510,
185,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,2,3,,1,,1,1,0,34,1,,2,2,3,3,2,3,3,1198,
186,,,,2,2,2,2,2,2,2,2,2,2,2,20140526,5,1,1,1,3,2,,5,1,3,30,1,1,,3,1,,,,1,1870,
187,,,,1,2,2,2,2,2,2,2,2,2,2,20140415,4,3,1,4,,,,4,1,3,34,1,,,4,2,4,1,5,1,878,
188,,,,2,2,2,2,2,2,2,2,2,2,2,20140509,5,1,1,1,2,2,,4,1,2,30,1,,,4,1,1,1,5,1,1995,
189,,,,2,2,2,2,2,2,2,2,2,2,2,20140605,6,2,2,1,2,2,,4,1,2,31,1,1,,4,1,1,1,5,1,1595,
190,,,,1,2,2,2,2,2,2,2,2,2,2,20140527,5,2,1,1,3,3,4,6,1,3,30,1,1,,4,1,1,2,5,1,2095,
191,,,,2,2,2,2,2,2,2,2,2,2,2,20140521,5,2,1,1,2,2,,4,1,2,30,1,1,,,1,,,,1,1995,
192,,,,2,2,2,2,2,2,2,2,1,2,2,20140419,4,7,1,4,,,,2,1,0,34,1,,4,3,5,5,2,3,3,9635,
193,,,,1,1,2,2,1,2,2,2,2,2,1,20140506,5,8,2,3,,1,,1,2,0,34,1,,4,2,5,1,3,4,3,938,
194,,,,1,2,2,1,2,2,2,2,2,2,2,20140522,5,4,2,3,,2,2,2,1,2,34,1,1,,3,2,3,1,2,3,978,
195,,,,1,1,2,2,1,2,1,2,1,2,2,20140513,5,4,2,3,,3,,3,1,2,31,1,1,,2,2,3,1,2,3,4291,
196,,,,1,2,2,2,2,2,2,2,1,2,2,20140514,5,6,1,3,,2,,2,1,1,34,1,1,2,3,4,4,2,3,3,4817,
197,,,,1,2,2,2,2,2,2,2,2,2,2,20140414,4,9,2,4,,,,1,1,1,34,1,,5,1,2,3,1,2,3,599,
198,,,,1,2,2,1,1,2,2,2,2,2,2,20140508,5,4,1,1,2,2,,4,1,3,30,1,,,4,1,1,1,5,,1552,
199,,,,2,2,2,2,2,2,2,2,2,2,2,20140527,5,3,2,1,3,2,,5,2,0,30,1,1,,3,1,2,1,5,1,5911,
200,,,,1,2,2,2,2,2,2,2,2,2,2,20140515,5,6,2,2,2,2,,4,1,2,34,1,1,7,4,5,4,3,4,3,8209,
201,,,,1,2,2,2,2,2,2,2,2,2,2,20140506,5,2,2,1,1,2,,3,1,2,34,1,,,2,1,1,1,5,1,502,
202,,,,1,1,2,1,2,2,2,2,2,2,2,20140514,5,6,2,2,1,2,,3,1,2,31,1,1,5,4,4,3,2,3,3,13107,
203,,,,1,2,2,2,2,2,2,2,2,2,2,20140514,5,9,1,3,,2,,2,2,2,34,1,1,3,3,3,2,2,3,3,771,
204,,,,1,1,2,2,2,2,2,2,2,2,2,20140517,5,7,2,3,,1,,1,1,1,10,1,1,5,3,2,4,1,2,3,2568,
205,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,8,2,3,,2,,2,1,1,31,1,1,4,4,5,2,3,4,3,4291,
206,,,,2,2,2,2,1,2,2,2,2,2,1,20140514,5,9,2,3,,2,,2,1,1,10,1,1,2,,4,3,2,3,3,1531,
207,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,2,3,,1,1,1,1,0,31,1,,4,2,4,4,2,3,3,1233,
208,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,2,3,,2,,2,1,2,34,1,,5,1,3,3,1,2,3,798,
209,,,,2,2,2,2,2,2,2,2,2,2,2,20140415,4,7,2,4,,,,2,1,2,34,1,,2,3,1,1,1,2,3,1876,
210,,,,1,2,1,,2,2,1,2,1,2,2,20140526,5,2,2,1,5,2,,6,1,3,34,1,1,,4,1,1,1,5,1,803,
211,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,9,2,3,,2,2,2,1,1,34,1,,1,,4,3,2,3,3,1198,
212,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,9,2,3,,2,,2,1,1,34,1,1,4,1,4,3,2,3,3,1198,
213,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,7,2,3,,2,,2,1,2,30,1,1,7,4,3,4,1,2,3,7081,
214,,,,1,2,2,2,1,2,1,2,1,2,2,20140514,5,4,1,1,1,2,2,3,2,3,34,1,1,,3,2,2,1,5,,439,
215,,,,2,2,2,2,2,2,2,2,2,2,2,20140417,4,6,2,4,,,,6,1,1,34,1,,6,2,5,4,2,3,3,8443,
216,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,4,1,1,2,3,2,6,2,1,30,1,1,,1,3,4,1,5,,4657,
217,,,,2,2,2,2,2,2,2,2,2,2,2,20140526,5,10,2,3,,1,,1,1,0,30,1,1,5,1,2,3,1,2,3,3757,
218,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,7,2,2,1,2,1,3,1,2,30,1,1,7,1,3,3,1,2,3,30288,
219,,,,1,1,2,2,1,2,2,2,2,2,2,20140506,5,9,2,3,,2,1,2,1,0,34,1,,5,2,2,2,1,2,3,2395,
220,,,,1,2,2,2,2,1,2,2,2,2,1,20140518,5,3,1,1,2,2,,5,1,2,30,1,1,,4,1,3,1,5,1,3881,
221,,,,1,1,2,2,2,2,2,2,2,2,2,20140531,5,4,1,3,,1,,1,0,1,30,1,1,,1,3,5,1,2,3,1145,
222,,,,1,2,2,2,2,2,1,,1,,,20140412,4,2,1,4,,,,6,1,2,34,1,,,3,1,1,1,5,1,1597,
223,,,,2,2,2,2,2,2,2,2,2,2,2,20140417,4,6,1,4,,,,4,1,3,34,1,,2,,5,4,3,4,2,3854,
224,,,,1,2,2,2,1,2,2,2,2,2,2,20140625,6,4,2,3,,3,1,3,2,3,31,1,1,,4,2,2,1,2,3,517,
225,,,,1,1,2,2,1,2,2,2,2,2,2,20140625,6,9,2,3,,1,,1,1,1,34,1,1,4,1,1,1,1,2,3,599,
226,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,9,2,3,,2,,2,1,0,34,1,1,2,4,2,2,1,2,3,2395,
227,,,,1,2,2,2,2,2,2,2,2,2,2,20140427,4,2,2,4,,,,4,1,2,31,1,,,4,1,1,3,5,1,1595,
228,,,,2,2,2,2,2,2,2,2,2,2,2,20140703,7,5,2,2,2,2,,4,1,2,1,1,1,2,,2,2,1,2,3,19538,
229,,,,2,2,2,2,2,2,2,2,2,2,2,20140617,6,8,2,3,,2,,2,1,2,34,1,1,4,3,4,4,2,3,3,1876,
230,,,,2,2,2,2,2,2,2,2,2,2,2,20140526,5,10,2,3,,2,,2,2,1,1,1,1,2,2,2,1,2,3,3,2485,
231,,,,2,2,2,2,1,2,2,2,2,2,2,20140709,7,4,2,1,1,3,3,6,1,3,34,1,1,,3,2,1,1,5,,974,
232,,,,1,2,2,2,2,2,2,2,2,2,2,20140704,7,4,1,1,2,1,1,3,1,3,34,1,1,,2,5,5,3,5,,659,
233,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,1,3,,1,1,1,1,1,34,1,,1,2,4,4,2,3,3,963,
234,,,,1,2,2,2,1,2,2,2,1,2,2,20140705,7,9,2,3,,2,,2,1,2,34,1,1,3,4,2,4,1,2,3,798,
235,,,,2,2,2,2,2,2,2,2,1,2,2,20140709,7,2,2,1,2,2,,4,1,2,10,1,1,,4,1,1,1,5,1,2191,
236,,,,1,1,2,2,1,1,1,2,1,2,2,20140625,6,4,2,1,3,2,2,5,2,3,34,1,1,,4,1,1,3,5,,947,
237,,,,2,2,2,2,1,2,2,2,2,2,2,20140514,5,10,2,3,,1,,1,1,1,34,1,1,1,1,3,1,2,3,3,599,
238,,,,2,2,2,2,2,2,2,2,2,2,2,20140416,4,10,2,4,,,,2,2,2,30,1,,2,3,2,1,1,2,3,1879,
239,,,,2,2,2,2,2,2,2,2,2,2,2,20140531,5,2,2,1,1,2,,3,1,2,34,1,1,,,1,1,3,5,1,502,
240,,,,1,2,2,2,2,2,2,2,1,2,2,20140514,5,5,2,3,,3,,4,1,2,34,1,1,7,4,4,3,2,3,3,3753,
241,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,8,1,3,,2,,2,1,2,30,1,1,6,4,3,3,2,3,3,8045,
242,,,,1,2,2,2,1,2,2,2,2,2,2,20140708,7,4,1,2,1,3,1,3,2,2,31,1,1,,3,5,4,2,3,3,767,
243,,,,2,2,2,2,2,2,2,2,2,2,2,20140709,7,3,1,1,2,2,,4,1,3,31,1,1,,4,2,2,2,5,1,771,
244,,,,1,2,1,2,2,2,2,2,2,2,2,20140629,6,4,1,1,2,2,,4,2,3,34,1,1,,,2,3,1,5,,585,
245,,,,1,2,2,2,2,2,2,2,2,2,2,20140514,5,4,1,1,1,3,4,5,1,3,34,1,1,,,,,,,,1098,
246,,,,1,2,2,2,1,2,2,2,2,2,2,20140622,6,3,2,1,2,2,,4,1,3,30,1,1,,4,1,2,1,5,1,1891,
247,,,,2,2,2,2,2,2,2,2,2,2,2,20140709,7,4,1,2,1,3,,5,1,3,30,1,1,,,5,5,2,3,2,2332,
248,,,,1,2,2,2,1,2,2,2,2,2,2,20140514,5,10,2,3,,2,1,2,1,2,34,1,1,2,3,5,3,3,4,3,798,
249,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,9,2,3,,2,,2,2,0,34,1,1,4,1,3,3,2,3,3,1198,
250,,,,1,2,2,1,1,2,2,2,2,2,2,20140620,6,9,1,3,,1,,1,1,1,34,1,1,6,1,3,3,2,3,3,963,
251,,,,1,2,2,1,1,2,2,2,1,2,2,20140709,7,2,2,1,1,2,,3,1,3,30,1,1,,4,1,1,1,5,1,1275,
252,,,,2,2,2,2,2,2,2,2,2,2,2,20140521,5,2,2,1,3,2,,5,1,2,1,1,1,,2,1,1,3,5,1,1775,
253,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,4,2,2,1,3,3,3,2,3,30,1,1,,,1,4,1,1,3,1658,
254,,,,2,2,2,2,2,2,2,2,2,2,2,20140625,6,10,1,3,,2,,2,1,1,34,1,1,2,2,4,4,2,3,3,1927,
255,,,,1,1,2,2,2,2,2,2,2,2,2,20140703,7,9,2,3,,1,,1,1,1,30,1,1,7,4,3,2,2,3,3,1879,
256,,,,1,2,2,2,2,2,2,2,1,2,2,20140513,5,10,1,3,,2,1,2,1,0,34,1,1,1,1,3,3,2,3,3,3854,
257,,,,2,2,2,2,2,2,2,2,2,2,2,20140619,6,10,2,3,,1,,1,1,0,31,1,1,2,1,1,1,1,2,3,1233,
258,,,,1,2,2,1,2,2,2,2,2,2,2,20140704,7,3,1,1,2,2,,4,1,0,34,1,1,,3,1,1,2,5,1,3513,
259,,,,1,2,2,2,1,2,1,2,2,2,2,20140514,5,8,2,3,,1,,1,2,1,31,1,1,2,1,4,3,2,3,3,1430,
260,,,,1,2,2,2,1,1,2,2,2,2,2,20140506,5,2,1,1,2,2,,4,1,2,10,1,,,3,1,1,1,5,1,1085,
261,,,,2,2,2,2,2,2,2,2,2,2,2,20140619,6,9,2,3,,1,,1,1,1,31,1,1,1,1,2,1,2,3,3,616,
262,,,,2,1,2,2,2,2,2,2,2,2,2,20140506,5,9,1,3,,2,,2,1,1,34,1,,4,1,4,4,2,3,3,1927,
263,,,,2,2,2,2,2,2,2,2,2,2,2,20140526,5,10,1,3,,3,4,4,2,3,34,1,1,2,4,4,3,2,3,3,1542,
264,,,,2,2,2,2,2,2,2,2,2,2,2,20140713,7,7,2,2,1,2,,3,2,3,30,1,1,4,4,3,5,1,2,3,18173,
265,,,,1,2,2,2,2,2,2,2,2,2,2,20140805,8,4,1,2,1,3,3,4,1,3,30,1,1,,4,3,4,2,5,,2612,
266,,,,2,2,2,2,2,2,2,2,2,2,2,20140714,7,1,2,1,2,2,,4,1,2,30,1,1,,4,1,1,4,5,1,2267,
267,,,,1,2,1,2,2,2,1,2,1,2,2,20140714,7,7,1,3,,2,,2,1,2,34,1,1,6,3,5,5,2,3,3,3212,
268,,,,2,2,2,2,2,2,2,2,2,2,2,20140717,7,8,2,3,,1,,1,1,1,30,1,1,2,2,4,3,2,3,3,5311,
269,,,,2,2,2,2,2,2,2,2,2,2,2,20140717,7,8,2,3,,2,,2,2,2,30,1,1,4,4,3,1,2,3,3,5311,
270,,,,1,1,1,1,1,2,2,2,2,2,2,20140723,7,3,1,1,3,2,,5,1,3,30,1,2,,3,2,1,2,5,1,2329,
271,,,,1,1,2,2,1,2,2,2,2,2,2,20140720,7,9,2,3,,2,,2,1,2,34,1,1,2,,4,1,3,4,3,798,
272,,,,2,2,2,2,2,2,2,2,1,2,2,20140728,7,2,1,1,2,2,,4,1,1,34,1,1,,2,,1,,,1,1369,
273,,,,2,2,2,2,2,2,2,2,2,2,2,20140715,7,6,1,3,,1,,1,1,1,31,1,1,6,4,5,5,2,3,3,3612,
274,,,,1,1,2,2,1,2,2,2,2,2,2,20140717,7,9,2,3,,3,,3,2,2,31,1,1,4,3,3,1,2,3,3,528,
275,,,,1,2,2,1,1,2,2,2,2,2,2,20140801,8,4,2,3,,3,1,3,1,2,30,1,1,,1,1,3,1,1,3,1163,
276,,,,1,1,2,2,1,2,1,2,2,2,2,20140716,7,7,1,3,,1,,1,1,0,34,1,1,1,1,3,4,1,2,3,4817,
277,,,,1,2,2,2,1,2,2,2,2,2,2,20140717,7,5,2,2,3,2,,5,1,2,30,1,1,2,4,2,3,1,2,3,50481,
278,,,,2,2,2,2,2,2,2,2,2,2,2,20140717,7,8,2,3,,2,,2,2,2,34,1,1,4,3,2,3,1,2,3,1407,
279,,,,2,2,2,2,2,2,2,2,2,2,2,20140717,7,9,1,3,,1,,1,1,1,34,1,1,6,,3,4,1,2,3,963,
280,,,,1,2,2,2,2,2,2,2,2,2,2,20140717,7,6,1,2,3,3,,6,1,1,30,1,1,5,4,3,5,1,2,3,103230,
281,,,,1,1,2,1,1,2,2,2,1,2,2,20140506,5,9,2,3,,2,,2,1,1,34,1,,4,2,3,3,1,2,3,1198,
282,,,,2,2,2,2,2,2,2,2,2,2,2,20140716,7,1,1,1,3,2,,5,1,2,30,1,1,,,1,1,1,5,1,2494,
283,,,,1,1,2,1,1,2,2,2,2,2,2,20140514,5,9,1,3,,1,,1,1,0,34,1,1,3,2,5,3,3,4,3,1927,
284,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,7,1,2,2,2,,4,2,3,31,1,1,6,2,5,5,2,3,3,17654,
285,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,7,2,3,,3,1,3,2,0,34,1,1,1,4,2,5,1,1,3,4222,
286,,,,2,2,2,2,2,2,2,2,2,2,2,20140721,7,10,2,3,,2,,2,1,1,34,1,1,2,2,4,2,3,4,3,1198,
287,,,,2,2,2,2,2,2,2,2,2,2,2,20140502,5,9,2,3,,1,1,1,1,0,34,1,,1,,,2,,,3,1198,
288,,,,1,2,2,2,2,2,2,2,2,2,2,20140514,5,8,2,3,,1,,1,1,1,30,1,1,2,1,3,1,2,3,3,5311,
289,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,4,1,1,1,3,1,4,2,3,30,1,1,,4,1,3,1,5,,1552,
290,,,,1,2,2,1,1,2,2,2,2,2,1,20140514,5,9,2,3,,2,,2,1,1,34,1,1,4,1,3,2,1,2,3,1198,
291,,,,2,2,2,2,2,2,2,2,2,2,2,20140807,8,3,2,1,3,2,,5,1,2,30,1,1,,3,1,2,1,5,1,3941,
292,,,,1,1,1,1,2,2,2,2,2,2,2,20140513,5,9,2,3,,1,,1,1,1,34,1,1,1,1,4,4,2,3,3,599,
293,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,7,1,3,,2,,2,1,2,34,1,1,1,4,4,4,2,3,3,3212,
294,,,,1,2,1,1,2,2,2,2,2,2,1,20140514,5,5,1,3,,2,,2,1,2,30,1,1,3,4,5,5,3,4,3,8045,
295,,,,1,2,2,1,1,2,1,2,2,2,2,20140523,5,3,1,1,2,2,2,4,1,3,34,1,,,,3,2,3,5,1,703,
296,,,,2,2,2,2,2,2,2,2,2,2,2,20140623,6,3,1,1,5,2,2,6,2,3,30,1,1,,1,2,1,2,5,1,2038,
297,,,,1,1,2,,1,2,2,2,2,2,2,20140514,5,8,2,3,,3,1,3,1,3,34,1,1,3,2,3,1,2,3,3,2111,
298,,,,1,2,2,2,2,2,2,2,2,2,2,20140513,5,1,2,1,2,2,,4,1,2,1,1,1,,3,1,,,,1,1420,
299,,,,2,1,2,1,2,2,2,2,2,2,2,20140513,5,10,2,3,,2,,2,2,1,34,1,1,,,2,2,1,2,3,342,
300,,,,1,2,2,2,1,2,2,2,2,2,2,20140505,5,3,1,1,1,1,1,2,1,0,34,1,,,1,1,2,1,5,1,1756,
301,,,,2,2,2,2,2,2,2,2,2,2,2,20140415,4,10,2,4,,,,1,1,0,34,1,,,1,4,2,2,3,3,1198,
302,,,,2,2,2,2,2,2,2,2,2,2,2,20140417,4,9,1,4,,,,2,2,1,30,1,,1,4,5,5,3,4,3,2556,
303,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,2,3,,2,,2,2,1,30,1,,2,,1,1,1,2,3,2505,
304,,,,2,2,2,2,2,2,2,2,2,1,2,20140728,7,3,1,1,3,2,2,5,1,3,1,1,1,,4,1,2,1,5,1,674,
305,,,,2,2,2,2,2,2,2,2,2,2,2,20140710,7,10,1,3,,2,,2,1,1,34,1,1,6,2,3,3,2,3,3,1927,
306,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,7,2,3,,2,,2,1,1,34,1,1,2,4,3,3,2,3,3,2814,
307,,,,2,2,2,2,2,2,2,2,2,2,2,20140505,5,3,2,1,1,2,1,3,1,1,34,1,,,2,2,3,1,5,1,1705,
308,,,,2,2,2,2,2,2,2,2,2,2,2,20140730,7,3,2,1,2,3,1,5,1,0,34,1,1,,2,1,1,1,5,1,5684,
309,,,,1,2,2,1,2,2,2,2,2,2,2,20140806,8,9,1,2,1,2,2,3,1,2,34,1,1,7,,4,5,2,3,3,4215,
310,,,,2,2,2,2,2,2,2,2,2,2,2,20140716,7,1,1,1,1,2,,3,1,1,34,1,1,,4,1,1,4,5,1,1027,
311,,,,2,2,2,2,2,2,2,2,2,2,2,20140714,7,9,2,3,,2,,2,1,2,31,1,1,4,,5,3,3,4,3,822,
312,,,,1,1,2,2,1,2,2,2,2,2,2,20140715,7,8,2,3,,1,,1,1,0,34,1,1,2,2,4,5,1,2,3,2814,
313,,,,2,2,2,2,2,2,2,2,2,2,2,20140713,7,8,1,3,,2,,2,1,3,34,1,1,6,4,4,3,2,3,3,2409,
314,,,,2,2,2,2,2,2,2,2,2,2,2,20140517,5,4,1,1,1,3,2,5,1,3,30,1,1,,4,2,5,1,5,,2329,
315,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,10,2,3,,2,,2,1,0,34,1,,6,3,2,3,1,2,3,2395,
316,,,,2,2,2,2,2,2,2,2,2,2,2,20140721,7,9,2,3,,2,,2,1,1,10,1,1,2,1,3,3,2,3,3,1531,
317,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,8,2,3,,1,,1,1,1,31,1,,6,4,2,2,1,2,3,2146,
318,,,,2,2,2,2,2,2,2,2,2,2,2,20140721,7,4,2,2,1,3,4,6,1,3,31,1,1,,,2,2,1,2,3,2633,
319,,,,1,2,2,2,1,2,2,2,2,2,2,20140724,7,4,1,1,2,2,,4,1,3,30,1,1,,4,1,2,1,5,,2329,
320,,,,1,2,2,2,2,2,2,2,2,2,2,20140514,5,8,1,3,,3,,3,1,1,30,1,1,6,3,5,4,2,3,3,18101,
321,,,,2,2,2,2,2,2,2,2,2,2,2,20140601,6,2,2,1,2,2,,4,1,3,30,1,1,,4,1,1,2,5,1,1701,
322,,,,1,2,2,2,2,2,2,2,2,2,2,20140807,8,4,1,1,2,3,1,5,1,3,1,1,1,,4,2,,,,,449,
323,,,,2,2,2,2,2,2,2,2,2,2,2,20140713,7,6,1,2,2,2,,4,1,2,10,1,1,2,2,4,5,2,3,3,21210,
324,,,,2,2,2,2,2,2,2,2,2,2,2,20140710,7,9,2,3,,1,,1,1,1,34,1,1,6,3,2,2,1,2,3,599,
325,,,,1,2,2,2,1,2,2,2,2,2,2,20140514,5,3,2,1,1,2,,3,1,2,34,1,1,,4,2,1,2,5,1,1137,
326,,,,1,1,2,2,1,2,2,2,2,2,2,20140526,5,3,1,1,1,2,,3,1,2,30,1,1,,4,2,3,1,5,1,2329,
327,,,,2,2,2,2,2,2,2,2,2,2,2,20140711,7,9,2,3,,1,1,1,1,0,31,1,1,7,2,1,3,1,1,3,1233,
328,,,,1,1,2,2,1,2,2,2,2,2,2,20140514,5,6,2,2,1,3,3,3,1,2,30,1,1,4,4,4,3,2,3,3,30288,
329,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,10,2,3,,2,,2,1,0,30,1,1,6,2,4,2,3,4,3,7515,
330,,,,2,2,2,2,2,2,2,2,2,2,2,20140603,6,1,2,1,2,2,,4,1,0,30,1,1,,2,1,,,,1,6802,
331,,,,2,2,2,2,2,2,2,2,2,2,2,20140425,4,2,1,4,,,,5,1,1,30,1,,,1,1,1,1,5,1,3740,
332,,,,1,2,2,2,2,2,2,2,2,2,2,20140514,5,8,2,3,,3,1,3,1,2,34,1,1,2,3,3,3,1,2,3,2814,
333,,,,1,2,2,1,1,2,2,2,2,2,2,20140513,5,8,1,3,,2,2,2,1,3,10,1,1,3,4,5,5,2,3,3,2484,
334,,,,1,2,2,2,1,2,2,2,2,2,2,20140514,5,3,2,1,2,2,,4,1,2,34,1,1,,4,1,1,1,5,1,1516,
335,,,,2,1,2,2,1,2,2,2,2,2,2,20140514,5,9,1,3,,1,1,1,1,0,34,1,1,1,2,4,5,2,3,3,1927,
336,,,,2,2,2,2,2,2,2,2,2,2,2,20140513,5,10,2,3,,1,,1,1,1,34,1,1,6,2,3,2,2,3,3,599,
337,,,,2,2,2,2,2,2,2,2,2,2,1,20140417,4,3,1,4,,,,3,1,3,30,1,,,4,1,3,1,5,1,1746,
338,,,,2,2,2,2,2,2,2,2,2,2,2,20140506,5,8,2,3,,2,,2,1,2,34,1,,7,4,2,2,1,2,3,1876,
339,,,,2,2,2,2,2,2,2,2,2,2,2,20140716,7,10,1,3,,1,,1,1,0,10,1,1,2,2,3,4,1,2,3,2484,
340,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,10,2,3,,1,1,1,2,0,31,1,1,2,2,2,1,2,3,3,616,
341,,,,2,2,2,2,2,2,2,2,2,2,2,20140530,5,4,1,1,1,2,,,,,30,1,1,,,4,4,2,5,,2329,
342,,,,1,2,2,2,2,2,2,2,2,2,1,20140513,5,7,2,2,3,2,,5,1,3,34,1,1,2,4,2,3,1,2,3,6157,
343,,,,1,1,2,1,1,2,2,2,2,2,2,20140715,7,8,2,3,,2,2,2,1,1,34,1,1,2,4,4,1,3,4,3,2814,
344,,,,2,2,2,2,2,2,2,2,2,2,2,20140514,5,9,2,3,,2,,2,1,2,34,1,1,2,,3,2,2,3,3,798,
345,,,,2,2,2,2,2,2,2,2,2,2,2,20140721,7,9,2,3,,2,,2,1,0,34,1,1,5,4,3,4,1,2,3,2395,
346,,,,2,2,2,2,2,2,2,2,2,2,2,20140522,5,1,1,1,1,2,,3,1,1,30,1,1,,,1,,,,1,2244,
347,,,,1,2,2,2,1,2,2,2,2,2,2,20140721,7,7,2,2,2,2,2,4,1,2,34,1,1,2,4,2,1,2,3,3,8209,
348,,,,1,2,2,2,2,2,2,2,2,2,2,20140604,6,1,2,1,1,3,,4,1,3,34,1,1,,2,1,,,,1,502,
349,,,,2,2,2,2,2,2,2,2,2,2,2,20140727,7,8,2,3,,2,,2,1,2,34,1,1,2,4,3,2,2,3,3,1876,
350,,,,2,2,2,2,2,2,2,2,2,2,2,20140711,7,9,1,3,,2,,2,1,1,34,1,1,3,1,3,4,1,2,3,1927,
351,,,,2,2,2,2,2,2,2,2,2,2,2,20140716,7,10,1,3,,1,,1,1,1,30,1,1,3,,,4,,,3,3833,
352,,,,1,2,2,1,1,2,2,2,2,2,2,20140506,5,9,2,3,,1,,1,1,1,34,1,,7,2,3,4,1,2,3,599,
353,,,,1,2,2,2,1,2,2,2,2,2,2,20140729,7,4,1,1,1,2,,3,1,3,34,1,1,,4,2,4,1,5,,659,
354,,,,2,2,2,2,2,2,2,2,2,2,2,20140608,6,2,1,1,2,2,,4,1,3,31,1,1,,3,1,1,1,5,1,1782,
355,,,,1,2,2,2,2,2,2,2,2,2,2,20140721,7,6,2,2,4,3,1,6,1,3,30,1,1,6,2,4,5,1,2,3,68149,
356,,,,2,2,2,2,2,2,2,2,2,2,2,20140712,7,10,2,3,,1,,1,1,0,34,1,1,6,1,1,1,1,1,3,1198,
357,,,,2,2,2,2,1,2,2,2,1,2,2,20140713,7,8,1,3,1,2,,2,1,0,1,1,1,1,1,4,4,2,3,3,6560,
358,,,,1,2,2,1,2,2,2,2,2,2,2,20140724,7,2,1,1,2,2,,4,1,2,10,1,1,,4,1,,,,1,1085,
359,,,,2,2,2,2,2,2,2,2,2,2,2,20140713,7,9,2,3,,2,,2,1,2,34,1,1,2,2,5,3,3,4,3,798,
360,,,,1,2,2,1,1,2,2,2,2,2,2,20140717,7,9,2,3,,2,,2,1,1,34,1,1,2,2,3,1,2,3,3,1198,
