uniqueid,Q145FSD,Q145_E_FS,Q146_FS,Q133_A_dv,Q133_B_dv,Q133_C_dv,Q133_D_dv,Q133_E_dv,Q133_F_dv,Q133_G_dv,Q134_A_dv,Q134_B_dv,Q134_C_dv,Q134_D_dv,AQEND_DATE,month_dv,age_grp_dv,gender,CHI_ADU,AQINTRO4B_dv,AQINTRO4C_dv,AQ165A_dv,AQ165_dv,AQ166_dv,AQ167_dv,cma_dv,QINTRO3,QLANGUAGE_dv,education,income,weight_kg_5pct_dv,height_cm_5pct_dv,bmi_cole_dv,bmi_is_dv,proxy_dv,EXPWEIGHT_CMA2_dv,AQ145_B_FS_dv
7725,,,,2,2,2,2,2,2,2,2,2,2,2,20140918,9,7,2,3,,2,,2,1,2,34,7,1,2,3,5,1,3,4,3,925,
7726,,,,2,1,2,2,2,2,2,2,2,2,2,20140910,9,8,1,3,,2,,2,1,1,22,7,1,2,3,5,3,3,4,3,1313,
7727,,,,2,2,2,2,2,2,2,2,2,2,2,20140916,9,9,1,3,,2,,2,1,1,34,7,1,4,2,5,5,2,3,3,1376,
7728,,,,1,2,2,2,2,2,2,2,2,2,2,20140913,9,10,2,3,,2,,2,1,0,34,7,2,1,1,5,2,3,4,3,1253,
7729,,,,2,2,2,2,2,2,2,2,2,2,2,20140802,8,2,1,1,1,1,,2,1,0,34,7,1,,1,1,1,2,5,1,651,
7730,,,,1,2,2,2,2,1,2,2,2,2,1,20140915,9,4,1,3,,3,1,3,1,3,22,7,1,,,4,4,1,2,3,984,
7731,,,,2,2,2,2,2,2,2,2,2,2,2,20140910,9,6,1,3,,2,,2,1,1,34,7,1,2,3,5,5,3,4,3,3185,
7732,,,,1,1,2,2,1,2,2,2,2,2,2,20140911,9,9,2,3,,1,,1,1,0,14,7,1,2,1,2,2,1,2,3,712,
7733,,,,2,2,2,2,2,2,2,2,2,2,2,20140922,9,10,2,3,,1,,1,1,0,34,7,2,1,1,4,3,2,3,3,627,
7734,,,,2,2,2,2,1,2,2,2,2,2,2,20140923,9,2,1,1,1,2,,3,1,1,34,7,2,,3,1,1,2,5,1,488,
7735,,,,2,2,2,2,2,2,2,2,2,2,2,20140910,9,10,1,3,,2,2,2,1,0,34,7,1,1,2,1,3,1,1,2,2751,
7736,,,,2,2,2,2,2,2,2,2,2,2,2,20140912,9,8,1,3,,2,,2,1,2,34,7,1,7,4,5,5,3,4,3,2123,
7737,,,,1,1,2,2,1,2,2,2,2,2,2,20140917,9,7,2,3,,2,2,2,1,2,14,7,1,2,2,4,2,3,4,3,1424,
7738,,,,1,2,2,2,2,2,2,2,2,2,2,20140929,9,1,2,1,1,2,,3,1,2,34,7,1,,4,1,1,4,5,1,430,
7739,,,,2,2,2,2,2,2,2,2,2,2,2,20140919,9,10,2,3,,2,,2,2,1,34,7,1,3,,3,2,2,3,3,418,
7740,,,,2,2,2,2,2,2,2,2,2,2,2,20140915,9,9,2,3,,2,,2,1,1,34,7,1,2,1,3,1,3,4,3,627,
7741,,,,2,2,2,2,2,2,2,2,2,2,2,20140920,9,4,2,1,2,3,3,5,1,3,14,7,1,,,2,1,2,5,,718,
7742,,,,2,2,2,2,1,2,2,2,2,2,2,20140920,9,10,1,3,,1,,1,1,1,14,7,1,2,2,4,3,2,3,3,365,
7743,,,,1,1,2,2,1,2,2,2,2,2,2,20140915,9,8,2,3,,1,,1,1,1,34,7,1,7,4,3,1,2,3,3,694,
7744,,,,1,1,2,2,2,2,2,2,2,2,2,20140919,9,9,2,3,,1,,1,1,1,34,7,1,4,1,,3,,,3,313,
7745,,,,2,2,2,2,2,2,2,2,2,2,2,20140926,9,3,1,1,2,2,,4,1,3,34,7,1,,1,1,1,1,5,1,463,
7746,,,,2,2,2,2,2,2,2,2,2,2,2,20140915,9,9,2,3,,1,,1,1,0,34,7,2,3,1,2,2,1,2,3,627,
7747,,,,2,2,2,2,2,2,2,2,1,2,2,20141001,10,2,1,1,2,2,,4,1,2,34,7,1,,3,1,1,1,5,1,434,
7748,,,,1,2,2,2,2,2,2,2,2,2,2,20140803,8,1,1,1,2,2,,4,1,2,34,7,1,,,1,1,1,5,1,434,
7749,,,,2,2,2,2,2,2,2,2,2,2,2,20140910,9,10,2,3,,1,,1,1,0,14,7,1,4,1,2,1,2,3,3,712,
7750,,,,2,2,2,2,2,2,2,2,2,2,2,20140910,9,8,2,3,,2,,2,1,2,34,7,1,2,3,4,2,3,4,3,925,
7751,,,,2,2,1,2,2,2,2,2,2,2,2,20141001,10,2,2,1,2,3,1,5,1,3,34,7,1,,1,1,1,3,5,1,359,
7752,,,,1,2,2,2,2,2,2,2,2,2,2,20140916,9,6,1,2,2,2,,4,1,2,14,7,1,5,4,5,5,3,4,3,6875,
7753,,,,2,2,2,2,2,2,2,2,2,2,2,20140915,9,10,1,3,,1,,2,1,2,34,7,1,6,,2,5,1,1,3,917,
7754,,,,1,1,1,2,1,2,2,2,2,2,2,20140912,9,9,2,3,,1,,1,1,1,34,7,1,4,2,5,1,3,4,3,313,
7755,,,,2,2,2,2,2,2,2,2,2,2,2,20141009,10,2,1,1,2,2,,4,2,2,34,7,1,,4,1,1,2,5,1,325,
7756,,,,2,2,2,2,2,2,2,2,2,2,2,20140912,9,8,2,3,,3,1,3,1,1,34,7,1,2,4,1,1,1,2,2,2081,
7757,,,,1,2,2,2,2,2,2,2,2,2,2,20140910,9,8,2,3,,3,1,3,1,3,34,7,1,6,3,3,4,1,2,3,1040,
7758,,,,2,2,2,2,2,2,2,2,2,2,2,20140802,8,4,1,3,,2,1,2,1,2,34,7,1,,,2,4,1,2,3,166,
7759,,,,1,2,2,2,2,2,2,2,2,2,2,20140912,9,2,1,1,2,3,3,5,2,1,34,7,1,,,1,,,,1,542,
7760,,,,1,2,2,2,2,2,2,2,1,2,2,20140929,9,2,1,1,5,2,,6,1,0,34,7,1,,2,1,1,2,5,1,3253,
7761,,,,1,2,2,2,2,2,2,2,2,2,2,20140923,9,9,1,3,,2,,2,2,0,34,7,1,1,3,3,4,2,3,3,1376,
7762,,,,2,2,2,2,2,2,2,2,2,2,2,20140910,9,7,2,3,,2,,2,1,2,34,7,1,6,4,3,2,2,3,3,925,
7763,,,,1,2,2,2,1,2,2,2,2,2,1,20140805,8,3,2,1,2,3,,6,1,2,34,7,1,,3,2,3,1,5,1,1210,
7764,,,,2,2,2,2,2,2,2,2,2,2,2,20140910,9,10,2,3,,2,2,2,1,1,34,7,1,2,4,2,1,1,2,3,627,
7765,,,,2,2,2,2,2,2,2,2,2,2,2,20140910,9,7,2,2,1,2,,3,1,3,22,7,1,7,4,4,4,2,3,3,16888,
7766,,,,1,2,2,2,1,2,2,2,1,1,2,20140927,9,2,1,1,2,2,,4,1,3,22,7,1,,4,1,1,2,5,1,384,
7767,,,,1,2,2,2,2,2,2,2,2,2,2,20140914,9,5,2,2,3,2,,5,1,2,34,7,1,3,4,2,2,1,2,3,7421,
7768,,,,1,2,2,2,,2,2,2,2,2,2,20140918,9,6,1,2,2,2,,4,1,2,14,7,2,3,,3,4,1,2,3,6875,
7769,1,2,1,1,2,2,2,1,2,2,2,2,2,2,20150318,3,7,1,3,,2,,2,1,2,14,7,1,6,4,5,5,2,3,3,1251,75+
7770,,,,2,2,2,2,2,2,2,2,2,2,2,20141128,11,2,1,1,2,2,,4,2,3,34,7,1,,4,1,1,1,5,1,260,
7771,,,,1,2,2,2,2,2,1,2,1,2,2,20150302,3,1,2,1,2,2,,4,1,3,34,7,2,,2,1,1,3,5,1,430,
7772,,,,2,2,2,2,2,2,2,2,2,2,2,20150303,3,2,2,1,2,2,,4,1,2,14,7,1,,4,1,1,2,5,1,602,
7773,1,,1,1,1,2,2,1,2,2,2,2,2,2,20150216,2,10,2,3,,1,,1,1,0,34,7,2,4,1,3,1,3,4,3,627,60+
7774,1,,1,2,2,2,2,2,2,2,2,2,2,2,20150319,3,9,1,3,,1,,1,2,0,14,7,1,6,1,5,4,3,4,3,365,65+
7775,1,1,2,2,2,2,2,2,2,2,2,2,2,2,20150213,2,8,1,3,,1,,1,1,0,34,7,1,1,,,2,,,3,3185,60+
7776,1,,1,1,1,2,1,1,2,2,2,2,2,2,20150213,2,7,2,3,,2,,2,1,0,34,7,1,2,4,1,1,1,2,3,2775,75+
7777,,,,2,2,2,2,2,2,2,2,2,2,2,20150408,4,1,1,1,3,2,2,5,1,3,34,7,1,,4,1,1,1,5,1,407,
7778,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150212,2,6,1,2,2,2,2,4,1,2,34,7,1,2,4,4,4,2,3,3,13629,70+
7779,,,,1,2,2,2,2,2,2,2,2,2,2,20150213,2,2,1,1,2,2,,4,1,2,34,7,1,,1,,1,,,1,434,
7780,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150211,2,9,2,3,,1,,1,,0,34,7,1,1,1,,1,,,3,627,85+
7781,,,,1,2,2,2,2,2,2,2,2,2,2,20150224,2,3,1,1,1,2,1,3,1,3,34,7,1,,2,2,2,1,5,1,347,
7782,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150323,3,10,1,3,,1,,1,1,0,34,7,1,7,1,2,5,1,2,3,1376,50+
7783,,,,2,2,2,2,2,2,2,2,2,2,2,20150223,2,2,2,1,1,2,,3,1,2,34,7,1,,4,1,1,1,5,1,430,
7784,,,,2,2,2,2,2,2,2,2,2,2,2,20150224,2,4,1,2,1,3,3,4,1,3,34,7,1,,2,2,3,1,5,,640,
7785,1,,2,2,2,2,2,2,2,2,2,2,2,2,20150317,3,8,2,3,,1,,1,1,0,34,7,1,1,1,,1,,,3,1387,
7786,,,,2,2,2,2,2,2,2,2,2,2,2,20150406,4,1,1,1,1,2,,3,1,2,22,7,1,,,1,1,4,5,1,384,
7787,,,,1,2,1,1,2,2,1,2,1,2,2,20150327,3,4,1,1,1,3,1,4,1,3,14,7,1,,1,4,4,2,5,,1302,
7788,,,,2,2,2,2,2,2,2,2,2,2,2,20150224,2,3,1,1,2,2,2,4,2,0,34,7,1,,3,2,3,1,5,1,617,
7789,,,,2,2,2,2,2,2,2,2,2,2,2,20150326,3,3,1,1,5,2,,6,1,2,34,7,1,,4,5,4,3,5,1,1235,
7790,,,,1,1,2,2,1,2,2,2,2,2,2,20150226,2,2,1,1,1,2,,3,1,2,14,7,1,,3,1,1,1,5,1,210,
7791,1,1,1,1,2,2,2,1,2,2,2,2,2,2,20150212,2,9,2,3,,1,,1,1,0,34,7,1,2,1,1,1,1,2,3,627,
7792,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150216,2,7,2,2,4,1,,6,1,3,34,7,1,2,1,3,2,2,3,3,6679,60+
7793,3,1,1,2,2,2,2,2,2,2,2,2,2,2,20150213,2,10,2,3,,1,,1,1,0,22,7,1,4,,3,2,2,3,3,595,
7794,,,,1,1,2,2,1,2,2,2,2,2,2,20150225,2,3,1,1,1,2,,3,1,2,34,7,1,,2,3,3,3,5,1,463,
7795,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150210,2,8,2,3,,2,1,2,1,1,14,7,1,2,1,3,1,3,4,3,2137,75+
7796,,,,1,2,2,2,1,2,2,2,1,2,2,20150225,2,2,1,1,1,2,,3,1,2,34,7,1,,2,1,,,,1,325,
7797,1,1,1,1,2,1,1,1,2,2,2,2,2,2,20150217,2,9,1,3,,2,,2,1,2,22,7,1,3,2,5,4,3,4,3,441,65+
7798,3,,1,1,1,1,2,2,2,2,2,2,2,2,20150219,2,10,2,3,,1,,1,1,0,34,7,2,,1,,,,,3,627,
7799,,,,2,2,2,2,2,2,2,2,2,2,2,20150302,3,3,1,1,2,2,,4,1,3,34,7,1,,4,1,1,1,5,1,463,
7800,1,1,1,1,2,2,2,1,2,2,2,2,2,2,20150220,2,5,1,3,,2,,2,1,3,34,7,1,6,4,4,5,2,3,3,1592,"Pas d’âge, santé implicite"
7801,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150217,2,8,2,3,,1,,1,1,1,34,7,1,6,2,4,2,3,4,3,694,70+
7802,1,1,1,1,1,2,2,1,2,2,2,2,2,2,20150323,3,9,2,3,,2,,2,1,2,34,7,1,6,4,5,2,3,4,3,418,
7803,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150219,2,10,2,3,,1,,1,1,1,34,7,1,2,1,3,3,2,3,3,313,"Pas d’âge, santé implicite"
7804,,,,2,2,2,2,2,2,2,2,2,2,2,20150225,2,2,1,2,2,3,2,6,2,1,34,7,1,,,1,1,2,5,1,1686,
7805,,,,1,2,2,2,2,2,2,2,2,2,2,20150223,2,4,1,1,2,2,,4,1,3,34,7,1,,4,2,3,1,5,,370,
7806,,,,1,2,2,2,1,2,2,2,2,2,2,20150302,3,1,2,1,1,2,,3,1,2,34,7,2,,3,1,1,4,5,1,430,
7807,1,1,1,1,1,2,2,2,2,2,2,2,2,2,20150213,2,10,2,3,,1,,1,1,1,14,7,1,2,1,,1,,,3,356,"Pas d’âge, santé implicite"
7808,1,,1,1,2,1,2,2,2,2,2,2,2,2,20150213,2,7,1,3,,3,3,3,1,3,22,7,1,2,2,5,4,3,4,3,984,70+
7809,1,1,1,1,1,2,2,2,2,2,2,2,2,2,20150317,3,8,1,3,,2,,2,1,2,34,7,1,1,2,5,5,2,3,3,2123,80+
7810,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150310,3,9,2,3,,2,,2,2,1,34,7,1,1,1,3,3,1,2,3,418,"Pas d’âge, santé implicite"
7811,1,,1,2,2,2,2,2,2,2,2,2,2,2,20150222,2,10,2,3,,1,,1,1,0,34,7,1,2,1,2,1,1,2,3,627,
7812,,,,2,2,2,2,2,2,2,2,2,2,2,20150326,3,1,2,2,2,2,,4,1,2,34,7,1,,4,1,1,4,5,1,991,
7813,,,,2,2,2,2,2,2,2,2,2,2,2,20150223,2,3,1,1,2,2,,4,1,0,34,7,1,,3,1,,,,1,1852,
7814,1,1,1,1,2,2,2,1,1,2,2,2,2,2,20150212,2,6,2,2,1,2,,3,1,3,34,7,1,4,3,2,1,1,2,3,3340,"Pas d’âge, santé implicite"
7815,,,,1,1,2,2,1,2,2,2,2,2,2,20150210,2,4,1,1,1,1,,2,1,0,34,7,1,,,4,4,2,5,,926,
7816,1,,1,2,2,2,2,2,2,2,2,2,2,2,20150222,2,6,1,3,,1,,1,1,0,34,7,1,1,1,2,3,1,2,3,3185,60+
7817,1,,1,2,2,2,2,2,2,2,2,2,2,2,20150210,2,10,2,3,,1,,1,1,0,34,7,2,,1,3,1,2,3,3,627,"Pas d’âge, santé implicite"
7818,1,1,1,1,1,2,2,1,2,2,2,2,2,2,20150314,3,6,2,3,,3,4,4,1,3,22,7,1,5,4,,,,,3,1186,55+
7819,,,,1,2,2,2,2,2,2,2,2,2,1,20150225,2,3,1,1,3,2,,5,1,3,34,7,1,,4,1,3,1,5,1,386,
7820,1,1,1,1,2,1,1,1,2,2,2,2,2,1,20150306,3,4,2,2,1,3,3,4,1,3,34,7,1,,,2,1,1,2,3,1045,70+
7821,,,,2,2,2,2,1,2,2,2,2,2,2,20150407,4,1,2,1,1,3,,4,1,1,22,7,1,,2,1,,,,1,631,
7822,1,2,1,1,2,2,2,2,2,2,2,2,2,2,20150211,2,6,2,3,,2,,2,0,2,34,7,1,6,,2,3,1,2,3,1387,65+
7823,1,2,1,1,1,2,2,1,2,2,2,2,2,2,20150213,2,9,2,3,,3,1,3,1,2,34,7,1,2,2,3,1,3,4,3,627,60+
7824,,,,1,2,2,2,1,2,2,2,2,2,2,20150305,3,1,1,1,1,2,,3,1,2,14,7,1,,4,1,1,4,5,1,210,
7825,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150218,2,7,2,3,,2,,2,1,1,34,7,1,6,4,4,4,2,3,3,1387,70+
7826,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150323,3,10,1,3,,2,,2,1,1,14,7,1,6,3,3,3,2,3,3,730,50+
7827,1,2,1,1,1,2,2,1,2,2,2,2,2,2,20150315,3,8,2,3,,2,,2,1,2,34,7,1,2,3,2,1,1,2,3,925,70+
7828,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150212,2,10,2,3,,2,,2,1,1,34,7,1,5,,4,3,2,3,3,627,
7829,,,,2,2,2,2,2,2,2,2,2,2,2,20150401,4,3,2,1,4,2,,6,1,2,34,7,1,,2,1,1,1,5,1,1210,
7830,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20150324,3,9,1,3,,1,,1,1,1,14,7,2,6,3,5,3,3,4,3,365,65+
7831,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150211,2,10,2,3,,1,,1,1,1,34,7,1,1,,4,1,3,4,3,313,
7832,,,,2,2,2,2,2,2,2,2,2,2,2,20150223,2,2,2,1,2,2,,4,1,3,34,7,1,,4,1,1,3,5,1,430,
7833,,,,1,2,2,2,2,2,2,2,2,2,2,20150331,3,2,2,1,2,2,,4,1,2,34,7,1,,4,1,,,,1,574,
7834,,,,1,1,1,2,1,2,2,2,2,2,2,20150331,3,4,1,1,1,3,4,5,2,3,22,7,1,,4,5,4,2,5,,400,
7835,,,,2,2,2,2,2,2,2,2,2,2,2,20140715,7,9,1,3,,2,,2,1,2,14,7,1,2,2,5,5,3,4,3,487,
7836,,,,2,2,2,2,2,2,2,2,2,2,2,20141010,10,10,2,3,,1,1,1,1,1,34,7,2,6,2,3,1,2,3,3,313,
7837,,,,2,2,2,2,2,2,2,2,2,2,2,20141011,10,6,2,3,,2,,2,1,0,34,7,1,3,2,2,1,1,2,3,2775,
7838,,,,2,2,2,2,2,2,2,2,2,2,2,20141014,10,4,2,3,,2,2,2,1,2,34,7,1,,3,2,3,1,2,3,925,
7839,,,,2,2,1,2,2,2,2,2,2,2,2,20141124,11,1,2,1,2,2,,4,1,2,34,7,1,,4,1,1,3,5,1,574,
7840,,,,1,2,2,1,1,2,2,2,2,2,2,20141022,10,7,2,3,,3,,3,1,3,34,7,1,6,4,5,3,3,4,3,1040,
7841,,,,1,2,2,2,2,2,2,2,2,2,1,20141015,10,4,2,3,,2,2,2,1,2,14,7,1,,2,2,1,2,3,3,1424,
7842,,,,1,2,1,2,2,2,2,2,2,2,2,20141017,10,7,2,3,,3,,5,1,3,34,7,1,7,4,5,4,3,4,3,1156,
7843,,,,1,2,2,2,1,2,2,2,2,2,2,20141022,10,6,1,3,,1,,1,0,2,14,7,1,4,1,4,4,2,3,3,938,
7844,,,,2,2,2,2,2,2,2,2,2,2,2,20141210,12,1,2,1,1,2,,3,1,2,14,7,1,,1,1,,,,1,451,
7845,,,,2,2,2,2,2,2,2,2,2,2,2,20150216,2,1,1,1,2,2,,4,2,2,34,7,1,,4,1,1,4,5,1,130,
7846,,,,2,2,2,2,2,2,2,2,2,2,2,20150125,1,4,2,1,2,1,,3,0,2,22,7,1,,2,3,5,1,5,,1185,
7847,,,,2,2,2,2,2,2,2,2,2,2,2,20150226,2,1,1,1,3,2,,5,1,2,34,7,1,,4,1,1,4,5,1,542,
7848,1,2,1,1,1,2,2,1,2,2,2,2,2,2,20150120,1,8,2,3,,2,,2,1,2,34,7,1,6,4,3,3,1,2,3,925,60+
7849,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20150213,2,7,2,3,,2,,2,1,1,14,7,1,6,4,5,4,3,4,3,2137,75+
7850,1,2,1,1,2,2,2,1,2,2,2,1,2,2,20141211,12,5,1,2,2,2,,4,1,2,14,7,1,6,4,5,5,2,3,3,6875,65+
7851,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141210,12,8,2,3,,2,,2,1,1,34,7,1,6,,5,3,3,4,3,1387,75+
7852,,,,1,2,2,2,2,2,2,2,2,2,2,20150216,2,3,1,1,1,1,,2,1,2,34,7,1,,4,2,1,2,5,1,309,
7853,,,,2,2,2,2,2,2,2,2,2,2,2,20150224,2,2,2,1,3,2,,5,1,2,14,7,1,,1,1,1,3,5,1,752,
7854,1,1,1,1,2,2,2,2,2,2,2,2,2,2,20150110,1,7,2,2,1,3,1,4,1,3,14,7,1,4,4,2,3,1,2,3,4696,75+
7855,,,,1,2,2,2,1,2,1,2,1,1,2,20140801,8,3,1,1,4,2,2,6,1,1,34,7,1,,3,1,1,2,5,1,1389,
7856,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141120,11,9,2,3,,1,,1,1,1,34,7,1,1,1,4,2,3,4,3,313,60+
7857,,,,1,2,2,2,1,2,2,2,2,2,2,20141106,11,3,1,1,3,2,,5,1,3,22,7,1,,2,1,1,1,5,1,799,
7858,,,,1,2,2,2,2,2,2,2,2,2,2,20141030,10,3,2,1,3,2,,5,1,2,34,7,1,,3,1,1,1,5,1,1009,
7859,,,,2,2,2,1,2,2,2,2,2,2,2,20141103,11,2,1,1,2,2,2,4,1,2,22,7,1,,,1,1,1,5,1,512,
7860,,,,1,2,2,2,2,2,2,2,2,2,2,20140806,8,3,1,2,1,2,,3,1,1,34,7,1,,2,,1,,,1,1200,
7861,,,,2,2,2,2,2,2,1,2,1,2,1,20141031,10,4,2,3,,3,4,4,2,3,34,7,1,,1,2,2,1,2,3,186,
7862,,,,2,2,2,2,2,2,2,2,2,2,2,20141102,11,4,2,1,1,2,,3,1,3,22,7,1,,,2,2,1,5,,592,
7863,,,,1,2,2,2,2,2,2,2,2,2,2,20140806,8,2,1,1,1,2,,3,1,2,14,7,1,,2,1,1,3,5,1,210,
7864,,,,1,2,2,2,2,2,2,2,2,2,2,20140827,8,4,1,3,,3,3,5,1,3,34,7,1,,3,3,5,1,2,3,249,
7865,,,,2,2,2,2,2,2,2,2,2,2,2,20140905,9,1,2,1,2,2,,4,1,2,14,7,1,,4,1,,,,1,602,
7866,,,,2,2,2,2,2,2,2,2,2,2,2,20140812,8,2,2,1,2,2,,4,1,2,34,7,2,,4,1,,,,1,574,
7867,,,,2,2,2,2,2,2,2,2,2,2,2,20140819,8,2,1,1,1,1,,2,1,1,22,7,1,,2,1,1,2,5,1,384,
7868,1,1,1,2,2,2,2,2,2,2,2,2,2,2,20141120,11,9,2,3,,2,,2,1,2,34,7,1,2,2,3,3,2,3,3,418,"Pas d’âge, santé implicite"
7869,,,,2,2,2,2,2,2,2,2,2,2,2,20141102,11,1,1,1,1,3,3,4,1,2,34,7,1,,4,1,1,1,5,1,434,
7870,1,2,1,1,2,1,2,1,2,2,2,2,2,2,20150317,3,8,2,3,,2,,2,2,0,14,7,1,4,2,,3,,,3,2137,80+
7871,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141118,11,6,1,3,,1,,1,1,1,14,7,1,6,3,4,5,1,2,3,938,70+
7872,,,,1,2,2,2,2,2,2,2,2,2,2,20141101,11,1,2,1,1,2,,3,2,2,34,7,1,,3,1,1,4,5,1,323,
7873,,,,2,2,2,2,2,2,2,2,2,2,2,20141030,10,1,2,1,2,2,,4,1,2,22,7,1,,4,1,1,1,5,1,421,
7874,,,,1,2,2,2,2,2,2,2,2,2,2,20140819,8,3,1,1,1,2,,3,1,2,14,7,1,,,1,1,3,5,1,1302,
7875,,,,2,2,2,2,2,2,2,2,2,2,2,20140824,8,2,1,1,2,3,,6,2,3,22,7,1,,3,1,1,1,5,1,384,
7876,,,,2,2,2,2,2,2,2,2,2,2,2,20141105,11,2,2,1,1,2,,3,1,2,34,7,1,,,1,1,1,5,1,430,
7877,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141118,11,10,2,3,,1,,1,1,0,34,7,1,,1,2,1,2,3,3,627,"Pas d’âge, santé implicite"
7878,,,,1,2,2,2,2,2,2,2,2,2,2,20141021,10,3,2,1,2,1,,3,1,1,34,7,1,,1,1,1,1,5,1,908,
7879,,,,1,2,2,2,1,2,1,2,1,2,1,20141014,10,8,2,3,,2,,2,2,3,22,7,1,6,4,3,2,2,3,3,494,
7880,,,,2,2,2,2,2,2,2,2,2,2,2,20141014,10,6,2,3,,2,,2,1,0,34,7,1,4,1,,3,,,3,2775,
7881,,,,2,2,2,2,2,2,2,2,2,2,2,20141015,10,10,1,3,,1,,1,1,0,22,7,1,6,2,4,4,2,3,3,661,
7882,,,,1,1,2,2,1,2,2,2,2,2,1,20141014,10,9,2,3,,1,,1,1,0,34,7,1,1,1,,3,,,3,627,
7883,,,,2,2,2,2,2,2,2,2,2,2,2,20141021,10,10,1,3,,3,1,3,1,3,34,7,1,3,2,3,,,,3,1032,
7884,,,,2,2,2,2,2,2,2,2,2,2,2,20141020,10,9,2,3,,2,,2,1,1,14,7,1,4,4,2,4,1,2,3,712,
7885,,,,2,2,2,2,2,2,2,2,2,2,2,20141014,10,9,1,3,,2,,2,1,1,22,7,1,6,,5,4,3,4,3,661,
7886,,,,1,2,2,1,1,,,2,2,2,2,20141104,11,2,1,1,2,3,2,6,1,2,14,7,1,,4,1,1,1,5,1,420,
7887,,,,2,2,2,2,2,2,2,2,2,2,1,20141016,10,10,2,3,,2,,2,2,0,34,7,1,1,1,2,3,1,2,2,627,
7888,,,,2,2,2,2,2,2,2,2,2,2,2,20141017,10,7,2,3,,3,2,4,2,3,22,7,1,7,4,2,3,1,2,2,847,
7889,,,,1,2,2,2,1,2,2,2,2,2,2,20141015,10,7,1,2,2,2,,4,1,1,34,7,2,1,3,4,4,2,3,3,20444,
7890,,,,2,2,2,2,2,2,2,2,2,2,2,20141010,10,9,1,3,,2,,2,2,1,34,7,1,7,3,3,4,1,2,3,917,
7891,,,,2,2,2,2,2,2,2,2,2,2,2,20141011,10,10,2,3,,2,,2,1,2,14,7,1,6,2,2,3,1,2,3,475,
7892,,,,2,2,2,2,2,2,2,2,2,2,2,20140809,8,2,2,1,1,2,,3,1,2,14,7,1,,2,1,1,2,5,1,451,
7893,,,,2,2,2,2,2,2,2,2,2,2,2,20141010,10,8,1,2,1,2,,3,1,1,34,7,1,7,4,5,4,3,4,3,15333,
7894,,,,2,2,2,2,2,2,2,2,2,2,2,20141021,10,8,1,3,,2,,2,2,1,34,7,1,1,3,3,2,2,3,3,2123,
7895,,,,2,2,2,2,2,2,2,2,2,2,2,20141011,10,9,2,3,,2,,2,1,1,34,7,2,2,2,4,2,3,4,3,627,
7896,,,,1,2,2,2,2,2,2,2,2,2,2,20141022,10,3,1,1,3,2,,5,1,1,34,7,1,,2,1,1,2,5,1,1158,
7897,,,,2,2,2,2,2,2,2,2,2,2,2,20141010,10,5,1,3,,2,,2,1,2,34,7,1,2,1,2,3,1,2,3,2123,
7898,,,,2,2,2,2,2,2,2,2,2,2,2,20141010,10,9,2,3,,1,,1,2,0,22,7,1,2,1,,,,,3,298,
7899,,,,1,1,2,2,2,2,2,2,2,2,2,20141023,10,9,2,3,,1,,1,1,0,22,7,1,5,1,5,1,3,4,3,595,
7900,,,,1,2,2,2,1,2,2,2,2,2,2,20141106,11,3,1,1,2,3,,5,1,3,22,7,1,,,4,4,3,5,1,533,
7901,1,2,1,2,2,2,2,2,2,2,2,2,2,2,20141120,11,10,1,3,,1,,1,1,0,22,7,1,1,1,4,5,2,3,3,661,
7902,,,,2,2,2,2,2,2,2,2,2,2,2,20141023,10,5,2,3,,3,4,4,1,2,14,7,1,5,1,2,3,1,2,3,2849,
7903,,,,2,2,2,2,2,2,2,2,2,2,2,20141023,10,10,1,3,,2,2,2,1,3,34,7,1,7,3,4,4,2,3,3,688,
7904,,,,1,2,2,2,1,2,2,1,2,2,2,20141024,10,2,1,1,2,2,,4,2,2,34,7,1,,4,1,1,1,5,1,325,
7905,,,,2,2,2,2,2,2,2,2,2,2,2,20141023,10,10,2,2,1,2,2,3,1,2,34,7,1,1,4,4,1,3,4,2,2012,
7906,,,,2,1,1,2,1,2,2,2,2,2,2,20141023,10,8,2,3,,2,2,2,1,2,34,7,1,4,3,2,2,1,2,3,925,
